ID,WasteType,WasteAmount,Latitude,Longitude,Temperature,WeatherType,DateTime
326,Cans,16,51.59109548374372,4.778047328429484,12.0,Fog,2025-07-19 01:32:00
327,Paper/Cardboard,16,51.5886,4.7766,20.0,Rain,2025-07-19 04:18:00
328,Bulky,11,51.599,4.717,16.2,Sunny,2025-07-19 04:37:00
329,Cans,19,51.58804106506312,4.774050708455379,18.5,Sunny,2025-07-19 10:39:00
330,Plastic,19,51.589442821814096,4.777506122211789,28.9,Fog,2025-07-19 12:35:00
331,Cans,20,51.58809522414459,4.777905858493556,19.4,Sunny,2025-07-19 12:46:00
332,Glass,20,51.590368375477425,4.777803100004688,21.2,Sunny,2025-07-19 13:55:00
333,Residual,9,51.602,4.779,15.9,Cloudy,2025-07-19 14:38:00
334,Paper/Cardboard,17,51.58675900530437,4.775683544322517,24.7,Rain,2025-07-19 15:44:00
335,Cans,18,51.58916241291185,4.778545584722871,16.8,Cloudy,2025-07-19 17:53:00
336,Plastic,14,51.56,4.77,13.2,Cloudy,2025-07-19 20:36:00
337,Plastic,17,51.58868842475621,4.776194172030409,14.2,Cloudy,2025-07-19 21:07:00
338,Plastic,16,51.58479758274995,4.777805395999751,18.8,Fog,2025-07-19 21:17:00
339,Plastic,16,51.56,4.77,21.1,Sunny,2025-07-19 21:38:00
340,Plastic,18,51.58595201581054,4.7750536097663145,19.8,Cloudy,2025-07-19 21:58:00
341,Paper/Cardboard,19,51.58785844366108,4.77707113974128,21.0,Sunny,2025-07-19 22:47:00
342,Glass,18,51.59109810433597,4.776685535130616,12.5,Cloudy,2025-07-19 23:21:00
343,Paper/Cardboard,10,51.599,4.717,15.4,Fog,2025-07-20 00:04:00
344,Cans,14,51.590117592462995,4.77651628159187,19.5,Rain,2025-07-20 01:11:00
345,Paper/Cardboard,14,51.5894,4.7757,15.2,Storm,2025-07-20 02:37:00
346,Cans,16,51.58769841337123,4.780944693704927,16.4,Cloudy,2025-07-20 04:38:00
347,Residual,19,51.58763166113333,4.775944653811276,21.5,Sunny,2025-07-20 04:44:00
348,Paper/Cardboard,18,51.58485908570187,4.777916678924823,15.3,Sunny,2025-07-20 05:32:00
349,Residual,16,51.58846598412706,4.77598348817731,27.3,Fog,2025-07-20 08:50:00
350,Plastic,16,51.5878501106203,4.777346104636869,15.8,Storm,2025-07-20 09:16:00
351,Electronics,2,51.55,4.812,17.7,Storm,2025-07-20 09:46:00
352,Plastic,8,51.5955,4.78,15.9,Storm,2025-07-20 14:38:00
353,Paper/Cardboard,17,51.587857226717624,4.774115083025086,15.5,Cloudy,2025-07-20 17:12:00
354,Paper/Cardboard,9,51.5905,4.801,18.3,Storm,2025-07-20 18:10:00
355,Glass,20,51.5905,4.7745,23.5,Sunny,2025-07-20 19:40:00
356,Paper/Cardboard,20,51.585709944285846,4.774732669026151,22.8,Sunny,2025-07-20 21:40:00
357,Plastic,20,51.587275250081824,4.776876482864117,20.6,Sunny,2025-07-20 22:46:00
358,Residual,6,51.602,4.779,14.9,Rain,2025-07-20 23:40:00
359,Cans,12,51.5887,4.775,17.7,Sunny,2025-07-21 02:34:00
360,Paper/Cardboard,10,51.5894,4.7757,15.6,Sunny,2025-07-21 07:27:00
361,Bulky,5,51.568,4.73,17.9,Cloudy,2025-07-21 07:45:00
362,Plastic,9,51.579,4.743,19.1,Sunny,2025-07-21 10:29:00
363,Residual,6,51.556,4.779,16.0,Storm,2025-07-21 11:36:00
364,Residual,14,51.56,4.77,18.8,Sunny,2025-07-21 14:37:00
365,Paper/Cardboard,12,51.605,4.816,18.2,Sunny,2025-07-21 15:27:00
366,Electronics,7,51.6,4.805,14.1,Cloudy,2025-07-21 16:03:00
367,Paper/Cardboard,10,51.615,4.76,21.4,Cloudy,2025-07-21 18:40:00
368,Electronics,10,51.568,4.73,22.2,Sunny,2025-07-21 18:41:00
369,Glass,9,51.586,4.756,19.4,Cloudy,2025-07-21 19:30:00
370,Electronics,5,51.55,4.812,13.9,Fog,2025-07-21 20:00:00
371,Residual,9,51.579,4.743,19.1,Sunny,2025-07-21 22:30:00
372,Glass,8,51.5905,4.7745,22.0,Cloudy,2025-07-22 05:11:00
373,Cans,8,51.5894,4.7757,13.3,Storm,2025-07-22 05:53:00
374,Paper/Cardboard,8,51.576,4.796,15.9,Fog,2025-07-22 20:48:00
375,Cans,8,51.556,4.779,15.4,Storm,2025-07-22 21:44:00
376,Cans,6,51.602,4.779,13.3,Fog,2025-07-23 01:19:00
377,Cans,6,51.602,4.779,22.7,Fog,2025-07-23 01:23:00
378,Residual,9,51.586,4.756,19.0,Cloudy,2025-07-23 06:01:00
379,Residual,9,51.5886,4.7766,20.0,Rain,2025-07-23 08:05:00
380,Bulky,4,51.556,4.824,18.5,Fog,2025-07-24 03:10:00
381,Residual,7,51.5862,4.7805,13.7,Cloudy,2025-07-24 04:40:00
382,Glass,12,51.5887,4.775,27.3,Sunny,2025-07-24 06:58:00
383,Cans,13,51.5955,4.78,17.3,Sunny,2025-07-24 07:14:00
384,Glass,11,51.5905,4.7745,15.0,Sunny,2025-07-24 12:43:00
385,Electronics,7,51.566,4.788,17.9,Storm,2025-07-24 12:46:00
386,Cans,15,51.556,4.779,23.0,Cloudy,2025-07-24 16:09:00
387,Paper/Cardboard,14,51.6,4.765,21.7,Cloudy,2025-07-24 21:41:00
388,Paper/Cardboard,9,51.5832,4.7842,21.7,Fog,2025-07-25 00:44:00
389,Cans,14,51.556,4.779,20.0,Sunny,2025-07-25 07:00:00
390,Plastic,12,51.5905,4.7745,14.6,Sunny,2025-07-25 07:14:00
391,Residual,10,51.597,4.772,9.8,Sunny,2025-07-25 08:45:00
392,Residual,7,51.568,4.73,17.8,Cloudy,2025-07-25 09:39:00
393,Electronics,1,51.615,4.76,13.7,Fog,2025-07-25 10:38:00
394,Bulky,9,51.576,4.796,16.2,Cloudy,2025-07-25 16:18:00
395,Residual,5,51.576,4.796,12.5,Storm,2025-07-25 19:45:00
396,Paper/Cardboard,11,51.6,4.765,20.4,Rain,2025-07-25 21:59:00
397,Cans,12,51.576,4.796,20.4,Sunny,2025-07-25 22:05:00
398,Paper/Cardboard,6,51.568,4.73,10.0,Rain,2025-07-26 07:42:00
399,Electronics,10,51.566,4.788,17.7,Cloudy,2025-07-26 19:56:00
400,Residual,8,51.55,4.812,13.5,Fog,2025-07-27 12:20:00
401,Glass,15,51.5832,4.7842,22.5,Sunny,2025-07-27 12:32:00
402,Electronics,8,51.6,4.805,14.4,Cloudy,2025-07-27 14:27:00
403,Plastic,8,51.586,4.756,15.1,Fog,2025-07-27 19:27:00
404,Electronics,11,51.566,4.788,14.1,Cloudy,2025-07-27 19:32:00
405,Glass,12,51.5862,4.7805,6.9,Sunny,2025-07-28 01:28:00
406,Residual,4,51.599,4.717,16.7,Storm,2025-07-28 01:58:00
407,Glass,8,51.556,4.779,14.2,Cloudy,2025-07-28 02:47:00
408,Plastic,9,51.5832,4.7842,19.5,Rain,2025-07-28 03:47:00
409,Electronics,4,51.615,4.76,15.5,Cloudy,2025-07-28 05:55:00
410,Bulky,7,51.6,4.805,19.4,Cloudy,2025-07-28 09:39:00
411,Bulky,5,51.566,4.788,17.7,Rain,2025-07-28 12:07:00
412,Bulky,7,51.568,4.73,17.7,Cloudy,2025-07-28 15:57:00
413,Cans,14,51.5955,4.78,20.0,Sunny,2025-07-28 18:26:00
414,Cans,8,51.5887,4.775,20.9,Storm,2025-07-28 18:55:00
415,Bulky,6,51.602,4.779,13.7,Fog,2025-07-28 22:14:00
416,Glass,10,51.597,4.772,21.7,Cloudy,2025-07-28 23:25:00
417,Plastic,6,51.605,4.816,22.6,Cloudy,2025-07-29 04:12:00
418,Paper/Cardboard,9,51.602,4.779,19.8,Cloudy,2025-07-29 10:00:00
419,Bulky,6,51.571,4.808,14.6,Cloudy,2025-07-29 12:50:00
420,Electronics,5,51.55,4.812,22.7,Fog,2025-07-29 12:51:00
421,Cans,7,51.6,4.805,18.5,Sunny,2025-07-30 03:37:00
422,Residual,9,51.556,4.824,18.6,Sunny,2025-07-30 09:07:00
423,Bulky,8,51.568,4.73,14.6,Sunny,2025-07-30 09:50:00
424,Residual,11,51.5905,4.7745,16.8,Sunny,2025-07-30 10:06:00
425,Residual,11,51.599,4.717,17.2,Sunny,2025-07-30 10:18:00
426,Cans,16,51.56,4.77,19.3,Sunny,2025-07-30 19:30:00
427,Glass,13,51.5894,4.7757,18.9,Sunny,2025-07-30 22:04:00
428,Glass,13,51.5905,4.7745,19.4,Sunny,2025-07-30 22:48:00
429,Cans,8,51.556,4.824,14.8,Fog,2025-07-31 11:54:00
430,Plastic,13,51.5886,4.7766,24.3,Sunny,2025-08-01 04:14:00
431,Glass,11,51.5894,4.7757,17.2,Cloudy,2025-08-01 06:14:00
432,Residual,8,51.6,4.805,16.4,Cloudy,2025-08-01 14:53:00
433,Cans,11,51.602,4.779,15.6,Cloudy,2025-08-01 16:29:00
434,Plastic,9,51.579,4.743,18.0,Rain,2025-08-01 16:40:00
435,Bulky,8,51.6,4.765,14.5,Storm,2025-08-01 17:45:00
436,Paper/Cardboard,8,51.579,4.743,20.7,Fog,2025-08-02 12:44:00
437,Paper/Cardboard,11,51.566,4.788,14.1,Fog,2025-08-02 18:32:00
438,Plastic,15,51.5862,4.7805,20.3,Sunny,2025-08-02 23:47:00
439,Glass,4,51.605,4.816,16.6,Fog,2025-08-03 02:40:00
440,Plastic,8,51.566,4.788,14.2,Cloudy,2025-08-03 05:12:00
441,Plastic,11,51.597,4.772,21.2,Cloudy,2025-08-03 08:32:00
442,Paper/Cardboard,11,51.571,4.808,19.5,Cloudy,2025-08-03 12:05:00
443,Cans,8,51.5862,4.7805,16.8,Storm,2025-08-03 12:19:00
444,Plastic,13,51.5862,4.7805,16.1,Sunny,2025-08-03 21:10:00
445,Residual,11,51.5887,4.775,18.7,Sunny,2025-08-04 01:15:00
446,Plastic,9,51.5862,4.7805,23.8,Cloudy,2025-08-04 02:41:00
447,Electronics,7,51.6,4.805,13.2,Cloudy,2025-08-04 08:35:00
448,Glass,10,51.5955,4.78,18.3,Cloudy,2025-08-04 10:17:00
449,Glass,4,51.612,4.756,20.8,Storm,2025-08-04 11:43:00
450,Cans,12,51.556,4.824,19.6,Sunny,2025-08-04 14:36:00
451,Glass,8,51.612,4.756,15.0,Storm,2025-08-04 16:47:00
452,Bulky,7,51.573,4.766,22.0,Cloudy,2025-08-04 22:00:00
453,Cans,12,51.5862,4.7805,11.4,Cloudy,2025-08-04 22:06:00
454,Bulky,10,51.576,4.796,22.8,Sunny,2025-08-05 00:41:00
455,Paper/Cardboard,8,51.556,4.824,14.6,Sunny,2025-08-05 02:53:00
456,Electronics,4,51.55,4.812,13.2,Fog,2025-08-05 06:20:00
457,Cans,13,51.579,4.743,17.9,Sunny,2025-08-05 10:12:00
458,Electronics,3,51.612,4.756,15.7,Rain,2025-08-05 11:50:00
459,Residual,5,51.602,4.779,17.1,Rain,2025-08-05 12:46:00
460,Plastic,5,51.576,4.796,17.8,Storm,2025-08-05 14:36:00
461,Plastic,10,51.556,4.779,14.2,Fog,2025-08-05 18:09:00
462,Residual,8,51.566,4.788,21.2,Rain,2025-08-05 20:23:00
463,Residual,13,51.6,4.765,18.3,Cloudy,2025-08-05 20:49:00
464,Paper/Cardboard,5,51.599,4.717,6.7,Storm,2025-08-05 22:23:00
465,Cans,11,51.605,4.816,18.9,Sunny,2025-08-06 06:15:00
466,Plastic,10,51.571,4.808,18.0,Sunny,2025-08-06 17:23:00
467,Bulky,5,51.6,4.805,18.8,Sunny,2025-08-06 23:04:00
468,Bulky,7,51.597,4.772,20.4,Cloudy,2025-08-07 00:47:00
469,Plastic,9,51.579,4.743,28.6,Sunny,2025-08-07 01:09:00
470,Electronics,0,51.6,4.805,16.0,Storm,2025-08-07 01:33:00
471,Glass,8,51.573,4.766,18.8,Fog,2025-08-07 07:01:00
472,Bulky,2,51.55,4.812,16.8,Rain,2025-08-07 09:10:00
473,Electronics,6,51.5905,4.801,16.1,Cloudy,2025-08-07 12:06:00
474,Paper/Cardboard,8,51.5905,4.801,14.5,Cloudy,2025-08-07 12:25:00
475,Paper/Cardboard,9,51.597,4.772,12.4,Sunny,2025-08-07 13:28:00
476,Plastic,7,51.573,4.766,21.5,Fog,2025-08-07 16:57:00
477,Plastic,6,51.571,4.808,17.9,Rain,2025-08-07 20:51:00
478,Residual,4,51.571,4.808,16.0,Storm,2025-08-07 22:06:00
479,Plastic,8,51.602,4.779,20.3,Cloudy,2025-08-07 22:12:00
480,Residual,9,51.556,4.824,14.2,Sunny,2025-08-08 00:24:00
481,Plastic,11,51.556,4.779,8.1,Cloudy,2025-08-08 15:43:00
482,Plastic,13,51.5832,4.7842,9.5,Fog,2025-08-08 17:29:00
483,Plastic,10,51.573,4.766,18.4,Sunny,2025-08-08 20:16:00
484,Bulky,10,51.5887,4.775,19.2,Cloudy,2025-08-08 21:58:00
485,Cans,11,51.576,4.796,20.7,Sunny,2025-08-09 02:03:00
486,Paper/Cardboard,13,51.571,4.808,24.1,Sunny,2025-08-09 08:45:00
487,Cans,13,51.5955,4.78,15.8,Cloudy,2025-08-09 11:50:00
488,Paper/Cardboard,12,51.5905,4.801,18.6,Sunny,2025-08-09 14:50:00
489,Bulky,12,51.6,4.805,16.2,Sunny,2025-08-09 19:06:00
490,Glass,11,51.571,4.808,19.0,Sunny,2025-08-09 20:53:00
491,Plastic,10,51.5832,4.7842,12.6,Storm,2025-08-09 21:40:00
492,Plastic,9,51.56,4.77,14.9,Rain,2025-08-09 22:08:00
493,Plastic,12,51.605,4.816,19.0,Sunny,2025-08-10 05:40:00
494,Paper/Cardboard,4,51.55,4.812,15.1,Storm,2025-08-10 07:31:00
495,Plastic,14,51.5905,4.7745,19.4,Sunny,2025-08-10 17:18:00
496,Glass,14,51.556,4.824,17.0,Sunny,2025-08-10 18:34:00
497,Paper/Cardboard,13,51.605,4.816,17.8,Sunny,2025-08-11 11:49:00
498,Electronics,5,51.612,4.756,13.1,Storm,2025-08-11 17:33:00
499,Plastic,12,51.556,4.824,21.2,Cloudy,2025-08-11 18:41:00
500,Bulky,8,51.602,4.779,13.9,Cloudy,2025-08-11 19:42:00
501,Residual,8,51.571,4.808,15.2,Cloudy,2025-08-12 02:28:00
502,Plastic,12,51.5886,4.7766,19.1,Sunny,2025-08-12 05:25:00
503,Glass,10,51.5955,4.78,18.6,Sunny,2025-08-12 07:18:00
504,Glass,6,51.571,4.808,16.1,Cloudy,2025-08-12 12:00:00
505,Bulky,5,51.602,4.779,11.2,Fog,2025-08-12 13:00:00
506,Residual,10,51.571,4.808,20.8,Sunny,2025-08-13 02:33:00
507,Bulky,5,51.599,4.717,16.3,Fog,2025-08-13 11:23:00
508,Cans,14,51.6,4.765,13.4,Sunny,2025-08-13 15:31:00
509,Residual,10,51.576,4.796,20.6,Sunny,2025-08-13 18:02:00
510,Paper/Cardboard,8,51.576,4.796,20.0,Cloudy,2025-08-14 03:30:00
511,Residual,5,51.5832,4.7842,13.0,Fog,2025-08-14 03:41:00
512,Residual,2,51.597,4.772,18.5,Storm,2025-08-14 06:39:00
513,Residual,9,51.5887,4.775,20.8,Rain,2025-08-14 14:05:00
514,Paper/Cardboard,7,51.5905,4.801,16.4,Fog,2025-08-14 17:42:00
515,Residual,7,51.6,4.805,13.2,Cloudy,2025-08-14 21:47:00
516,Plastic,3,51.586,4.756,10.7,Storm,2025-08-15 10:40:00
517,Paper/Cardboard,5,51.615,4.76,20.0,Fog,2025-08-15 11:05:00
518,Paper/Cardboard,9,51.566,4.788,14.6,Cloudy,2025-08-15 11:58:00
519,Plastic,13,51.5832,4.7842,13.9,Cloudy,2025-08-15 22:41:00
520,Bulky,5,51.5887,4.775,11.2,Storm,2025-08-15 23:26:00
521,Residual,12,51.599,4.717,23.8,Sunny,2025-08-16 02:37:00
522,Paper/Cardboard,9,51.576,4.796,15.8,Cloudy,2025-08-16 04:37:00
523,Glass,15,51.5886,4.7766,14.7,Sunny,2025-08-16 06:01:00
524,Cans,15,51.6,4.765,20.7,Sunny,2025-08-16 12:30:00
525,Electronics,9,51.55,4.812,11.6,Cloudy,2025-08-16 14:23:00
526,Cans,8,51.612,4.756,19.6,Rain,2025-08-16 14:24:00
527,Bulky,8,51.5955,4.78,11.2,Rain,2025-08-16 16:33:00
528,Bulky,7,51.573,4.766,12.8,Storm,2025-08-16 17:14:00
529,Bulky,10,51.579,4.743,16.2,Sunny,2025-08-16 17:46:00
530,Paper/Cardboard,14,51.56,4.77,13.6,Cloudy,2025-08-16 19:15:00
531,Paper/Cardboard,9,51.599,4.717,14.3,Fog,2025-08-16 20:06:00
532,Bulky,9,51.573,4.766,14.4,Rain,2025-08-16 20:12:00
533,Cans,12,51.579,4.743,13.8,Sunny,2025-08-16 20:38:00
534,Electronics,4,51.615,4.76,10.2,Storm,2025-08-16 21:54:00
535,Paper/Cardboard,7,51.55,4.812,17.8,Storm,2025-08-16 21:56:00
536,Paper/Cardboard,12,51.5887,4.775,17.3,Fog,2025-08-17 01:09:00
537,Bulky,11,51.5905,4.801,19.3,Cloudy,2025-08-17 02:50:00
538,Paper/Cardboard,8,51.602,4.779,19.8,Sunny,2025-08-17 03:25:00
539,Cans,11,51.602,4.779,16.7,Cloudy,2025-08-17 19:01:00
540,Plastic,10,51.55,4.812,10.6,Fog,2025-08-17 19:18:00
541,Cans,4,51.5887,4.775,15.0,Storm,2025-08-18 05:58:00
542,Residual,8,51.5905,4.801,20.4,Cloudy,2025-08-18 09:17:00
543,Paper/Cardboard,10,51.586,4.756,19.1,Sunny,2025-08-18 16:34:00
544,Paper/Cardboard,10,51.586,4.756,18.4,Cloudy,2025-08-18 22:22:00
545,Cans,5,51.571,4.808,19.9,Storm,2025-08-18 22:30:00
546,Electronics,10,51.55,4.812,18.5,Sunny,2025-08-18 22:37:00
547,Bulky,10,51.573,4.766,13.3,Sunny,2025-08-18 23:37:00
548,Glass,8,51.602,4.779,14.4,Cloudy,2025-08-19 12:25:00
549,Electronics,10,51.568,4.73,13.0,Sunny,2025-08-19 18:57:00
550,Glass,5,51.579,4.743,16.7,Storm,2025-08-19 19:47:00
551,Plastic,11,51.5886,4.7766,18.1,Cloudy,2025-08-19 22:59:00
552,Residual,9,51.597,4.772,11.3,Sunny,2025-08-19 23:54:00
553,Paper/Cardboard,3,51.612,4.756,11.5,Rain,2025-08-20 01:24:00
554,Paper/Cardboard,5,51.5905,4.7745,10.6,Rain,2025-08-20 02:11:00
555,Paper/Cardboard,6,51.56,4.77,18.7,Rain,2025-08-20 02:36:00
556,Cans,6,51.586,4.756,9.8,Rain,2025-08-20 08:32:00
557,Paper/Cardboard,8,51.612,4.756,24.5,Rain,2025-08-20 09:49:00
558,Electronics,12,51.5832,4.7842,16.0,Cloudy,2025-08-20 15:52:00
559,Glass,7,51.5862,4.7805,10.7,Cloudy,2025-08-20 22:48:00
560,Paper/Cardboard,13,51.56,4.77,17.8,Cloudy,2025-08-20 23:09:00
561,Paper/Cardboard,2,51.586,4.756,8.4,Storm,2025-08-21 05:03:00
562,Electronics,8,51.556,4.779,14.0,Storm,2025-08-21 17:11:00
563,Residual,11,51.597,4.772,14.4,Sunny,2025-08-21 17:49:00
564,Glass,8,51.5887,4.775,13.6,Fog,2025-08-22 11:21:00
565,Bulky,7,51.556,4.824,13.1,Fog,2025-08-22 14:02:00
566,Plastic,8,51.5886,4.7766,11.6,Rain,2025-08-22 15:47:00
567,Electronics,12,51.615,4.76,17.1,Sunny,2025-08-22 16:28:00
568,Cans,9,51.556,4.824,13.3,Cloudy,2025-08-22 19:45:00
569,Paper/Cardboard,6,51.579,4.743,19.4,Rain,2025-08-22 21:17:00
570,Bulky,5,51.6,4.805,10.9,Rain,2025-08-22 23:09:00
571,Plastic,3,51.599,4.717,16.8,Storm,2025-08-23 02:19:00
572,Paper/Cardboard,14,51.56,4.77,21.6,Sunny,2025-08-23 06:22:00
573,Residual,10,51.612,4.756,20.2,Sunny,2025-08-23 10:13:00
574,Plastic,11,51.5832,4.7842,12.8,Fog,2025-08-23 12:04:00
575,Plastic,7,51.556,4.824,14.7,Rain,2025-08-23 12:11:00
576,Glass,9,51.5905,4.7745,16.7,Cloudy,2025-08-24 07:05:00
577,Bulky,8,51.576,4.796,14.4,Fog,2025-08-24 11:24:00
578,Plastic,12,51.586,4.756,17.7,Sunny,2025-08-24 14:32:00
579,Cans,10,51.556,4.779,18.1,Rain,2025-08-24 15:38:00
580,Plastic,12,51.556,4.779,19.7,Rain,2025-08-24 17:26:00
581,Paper/Cardboard,9,51.612,4.756,15.0,Fog,2025-08-24 21:04:00
582,Paper/Cardboard,11,51.5905,4.7745,15.3,Cloudy,2025-08-24 21:49:00
583,Paper/Cardboard,4,51.556,4.824,17.7,Storm,2025-08-25 01:02:00
584,Electronics,4,51.568,4.73,13.9,Cloudy,2025-08-25 07:29:00
585,Electronics,8,51.597,4.772,13.8,Cloudy,2025-08-25 08:28:00
586,Plastic,11,51.556,4.779,20.2,Cloudy,2025-08-25 09:32:00
587,Glass,7,51.5894,4.7757,11.5,Fog,2025-08-25 10:24:00
588,Plastic,9,51.5905,4.7745,14.0,Cloudy,2025-08-25 11:30:00
589,Paper/Cardboard,7,51.556,4.779,10.5,Storm,2025-08-25 16:00:00
590,Cans,7,51.5887,4.775,15.2,Rain,2025-08-25 21:21:00
591,Bulky,8,51.556,4.824,12.8,Fog,2025-08-25 21:25:00
592,Paper/Cardboard,9,51.605,4.816,17.0,Cloudy,2025-08-25 21:32:00
593,Glass,4,51.615,4.76,14.8,Storm,2025-08-25 21:58:00
594,Bulky,0,51.6,4.805,10.9,Storm,2025-08-26 02:51:00
595,Residual,6,51.556,4.824,10.7,Sunny,2025-08-26 04:26:00
596,Bulky,9,51.605,4.816,12.8,Sunny,2025-08-26 04:52:00
597,Cans,9,51.602,4.779,13.9,Sunny,2025-08-26 05:12:00
598,Bulky,9,51.566,4.788,19.1,Sunny,2025-08-26 09:50:00
599,Paper/Cardboard,6,51.55,4.812,16.1,Fog,2025-08-26 15:22:00
600,Cans,10,51.579,4.743,17.5,Sunny,2025-08-26 19:50:00
601,Plastic,6,51.5905,4.801,14.6,Rain,2025-08-26 22:02:00
602,Residual,11,51.6,4.765,16.7,Cloudy,2025-08-26 23:40:00
603,Paper/Cardboard,7,51.571,4.808,17.4,Storm,2025-08-26 23:52:00
604,Cans,9,51.5955,4.78,15.9,Fog,2025-08-27 02:01:00
605,Paper/Cardboard,6,51.602,4.779,16.5,Rain,2025-08-27 04:37:00
606,Cans,9,51.56,4.77,14.5,Fog,2025-08-27 04:55:00
607,Paper/Cardboard,8,51.612,4.756,11.3,Cloudy,2025-08-27 08:33:00
608,Paper/Cardboard,7,51.579,4.743,17.9,Fog,2025-08-27 09:40:00
609,Paper/Cardboard,9,51.5894,4.7757,16.1,Storm,2025-08-27 10:33:00
610,Cans,12,51.5955,4.78,18.7,Sunny,2025-08-27 13:18:00
611,Plastic,15,51.5886,4.7766,18.4,Sunny,2025-08-27 21:03:00
612,Bulky,9,51.556,4.824,12.8,Cloudy,2025-08-27 21:46:00
613,Plastic,7,51.602,4.779,13.7,Rain,2025-08-27 21:57:00
614,Paper/Cardboard,8,51.586,4.756,14.0,Cloudy,2025-08-27 23:36:00
615,Cans,12,51.5886,4.7766,14.5,Sunny,2025-08-27 23:50:00
616,Paper/Cardboard,7,51.597,4.772,18.1,Cloudy,2025-08-28 03:35:00
617,Paper/Cardboard,2,51.566,4.788,4.1,Rain,2025-08-28 04:43:00
618,Electronics,6,51.573,4.766,20.3,Cloudy,2025-08-28 08:19:00
619,Plastic,10,51.5832,4.7842,13.5,Cloudy,2025-08-28 09:01:00
620,Bulky,2,51.605,4.816,9.8,Rain,2025-08-28 11:45:00
621,Bulky,7,51.566,4.788,14.5,Fog,2025-08-28 11:49:00
622,Glass,8,51.55,4.812,13.9,Sunny,2025-08-28 17:21:00
623,Bulky,6,51.599,4.717,13.7,Cloudy,2025-08-28 22:55:00
624,Paper/Cardboard,8,51.5905,4.801,14.9,Sunny,2025-08-28 23:13:00
625,Paper/Cardboard,8,51.612,4.756,19.2,Cloudy,2025-08-29 02:29:00
626,Paper/Cardboard,5,51.5905,4.7745,14.3,Rain,2025-08-29 04:13:00
627,Paper/Cardboard,4,51.55,4.812,14.0,Storm,2025-08-29 08:16:00
628,Paper/Cardboard,12,51.5887,4.775,18.1,Sunny,2025-08-29 10:43:00
629,Residual,12,51.5955,4.78,13.1,Cloudy,2025-08-29 13:32:00
630,Paper/Cardboard,7,51.571,4.808,17.2,Storm,2025-08-29 19:43:00
631,Plastic,6,51.602,4.779,15.3,Rain,2025-08-30 01:27:00
632,Plastic,7,51.5905,4.801,8.4,Cloudy,2025-08-30 08:46:00
633,Residual,9,51.602,4.779,22.3,Rain,2025-08-30 15:39:00
634,Paper/Cardboard,6,51.612,4.756,18.1,Rain,2025-08-31 06:51:00
635,Plastic,13,51.5955,4.78,18.7,Sunny,2025-08-31 11:58:00
636,Glass,11,51.612,4.756,17.5,Sunny,2025-08-31 12:32:00
637,Bulky,6,51.568,4.73,13.6,Storm,2025-08-31 15:06:00
638,Plastic,16,51.6,4.765,17.5,Sunny,2025-08-31 15:17:00
639,Plastic,7,51.5886,4.7766,17.1,Rain,2025-09-01 06:30:00
640,Residual,8,51.5887,4.775,16.0,Fog,2025-09-01 12:03:00
641,Bulky,5,51.597,4.772,17.2,Storm,2025-09-01 16:19:00
642,Cans,13,51.5886,4.7766,18.2,Sunny,2025-09-01 16:47:00
643,Paper/Cardboard,1,51.615,4.76,17.9,Storm,2025-09-01 19:58:00
644,Residual,10,51.573,4.766,22.0,Sunny,2025-09-01 21:08:00
645,Residual,7,51.556,4.824,12.3,Sunny,2025-09-02 01:36:00
646,Plastic,10,51.5905,4.7745,16.8,Cloudy,2025-09-02 13:02:00
647,Residual,4,51.586,4.756,8.6,Storm,2025-09-02 14:13:00
648,Plastic,8,51.5955,4.78,14.7,Cloudy,2025-09-02 14:13:00
649,Residual,8,51.605,4.816,9.4,Cloudy,2025-09-02 15:08:00
650,Glass,12,51.5955,4.78,13.1,Sunny,2025-09-02 15:14:00
651,Bulky,8,51.6,4.805,19.6,Sunny,2025-09-02 23:57:00
652,Paper/Cardboard,5,51.5955,4.78,13.1,Rain,2025-09-03 01:28:00
653,Glass,3,51.597,4.772,9.5,Storm,2025-09-03 04:23:00
654,Paper/Cardboard,5,51.605,4.816,16.4,Fog,2025-09-03 08:05:00
655,Residual,9,51.612,4.756,17.1,Sunny,2025-09-03 17:22:00
656,Plastic,6,51.5832,4.7842,18.2,Storm,2025-09-03 18:30:00
657,Residual,4,51.599,4.717,13.8,Storm,2025-09-03 18:32:00
658,Bulky,5,51.566,4.788,9.9,Cloudy,2025-09-03 22:29:00
659,Residual,7,51.5894,4.7757,11.9,Cloudy,2025-09-04 03:17:00
660,Paper/Cardboard,3,51.573,4.766,16.3,Storm,2025-09-04 04:37:00
661,Bulky,4,51.56,4.77,17.4,Rain,2025-09-04 04:46:00
662,Cans,7,51.556,4.779,16.5,Fog,2025-09-04 05:17:00
663,Paper/Cardboard,10,51.556,4.779,13.6,Cloudy,2025-09-04 12:34:00
664,Glass,13,51.5886,4.7766,22.0,Sunny,2025-09-04 13:36:00
665,Residual,11,51.5887,4.775,18.6,Sunny,2025-09-04 22:22:00
666,Electronics,7,51.5894,4.7757,13.6,Cloudy,2025-09-05 00:18:00
667,Electronics,1,51.6,4.805,8.2,Fog,2025-09-05 01:10:00
668,Electronics,5,51.615,4.76,20.1,Sunny,2025-09-05 02:43:00
669,Bulky,9,51.5862,4.7805,19.5,Sunny,2025-09-05 03:40:00
